,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
294,120.57,122.33,120.41,121.73,109.215819717,3509576,0.0000,1.0,2020-09-28
295,117.6,119.41,116.94,118.95,106.721611397,2953686,0.0000,1.0,2020-09-25
296,118.1,119.515,116.48,118.09,105.950021772,3546160,0.0000,1.0,2020-09-24
297,120.8,121.59,118.43,118.83,106.613947728,3939398,0.0000,1.0,2020-09-23
298,120.33,121.45,119.53,120.51,108.121239087,2957809,0.0000,1.0,2020-09-22
299,120.48,120.7,118.58,120.25,107.887967805,5311441,0.0000,1.0,2020-09-21
300,124.26,124.92,122.65,122.76,110.139932871,5391570,0.0000,1.0,2020-09-18
301,122.62,125.55,121.97,124.92,112.077878904,3171262,0.0000,1.0,2020-09-17
302,122.71,125.82,122.71,124.22,111.449840838,3789458,0.0000,1.0,2020-09-16
303,122.82,123.4,122.24,122.44,109.852829755,2915221,0.0000,1.0,2020-09-15
304,122.36,123.38,121.76,122.09,109.538810722,3641887,0.0000,1.0,2020-09-14
305,121.39,122.7,120.73,121.46,108.973576463,3548091,0.0000,1.0,2020-09-11
306,122.53,123.5764,120.24,120.56,108.166098949,3978805,0.0000,1.0,2020-09-10
307,122.13,123.7,121.29,122.26,109.691334253,3770678,0.0000,1.0,2020-09-09
308,122.16,122.87,120.71,121.21,108.749277153,5210292,0.0000,1.0,2020-09-08
309,124.35,125.35,121.24,122.3,109.727222142,6018238,0.0000,1.0,2020-09-04
310,128.19,129.95,123.65,124.45,111.656196203,5716750,0.0000,1.0,2020-09-03
311,123.72,128.7,123.575,128.18,115.002741898,6592430,0.0000,1.0,2020-09-02
