,open,high,low,close,adjusted close,volume,dividend amount,split cf,date
259,1962.0,1973.6,1931.2,1965.1,1958.7979,750504,0.0000,1.0,2020-11-24
260,1929.0,1970.0,1927.0,1950.8,1944.5437,598632,0.0000,1.0,2020-11-23
261,1977.8,1984.1,1894.6,1899.2,1893.1092,863183,0.0000,1.0,2020-11-20
262,1986.4,2010.0,1968.0,1972.65,1966.3236,802733,0.0000,1.0,2020-11-19
263,1997.45,2006.65,1961.0,1987.2,1980.827,427982,0.0000,1.0,2020-11-18
264,2084.0,2084.0,1985.0,1992.9,1986.5087,643296,0.0000,1.0,2020-11-17
265,1990.0,2036.65,1981.0,1996.1,1989.6984,1825121,0.0000,1.0,2020-11-13
266,1985.0,2008.35,1965.0,1979.85,1973.5005,711464,0.0000,1.0,2020-11-12
267,2092.0,2095.35,1979.0,1996.9,1990.4959,811189,0.0000,1.0,2020-11-11
268,2075.0,2090.0,2041.8,2084.5,2077.8149,1068647,0.0000,1.0,2020-11-10
269,2058.7,2070.0,2038.9,2050.3,2043.7246,843691,0.0000,1.0,2020-11-09
270,1988.0,2040.0,1977.65,2029.0,2022.4929,1886873,0.0000,1.0,2020-11-06
271,1949.0,1960.0,1931.4,1955.1,1948.8299,954587,0.0000,1.0,2020-11-05
272,1840.0,1928.85,1840.0,1913.45,1907.3135,1065630,0.0000,1.0,2020-11-04
273,1888.0,1909.5,1835.0,1849.45,1843.5187,1164099,0.0000,1.0,2020-11-03
274,2033.5,2033.5,1860.0,1877.3,1871.2794,1444243,0.0000,1.0,2020-11-02
275,2035.0,2064.65,2022.0,2054.35,2047.7616,354434,0.0000,1.0,2020-10-30
276,1999.4,2042.3,1990.75,2026.55,2020.0508,384785,0.0000,1.0,2020-10-29
277,2044.0,2057.9,2006.9,2010.7,2004.2516,1519047,0.0000,1.0,2020-10-28
278,2032.0,2060.0,2005.55,2034.2,2027.6762,476055,0.0000,1.0,2020-10-27
279,2101.0,2106.0,2018.45,2028.7,2022.1939,560855,0.0000,1.0,2020-10-26
280,2109.0,2134.8,2095.65,2112.55,2105.775,618540,0.0000,1.0,2020-10-23
281,2123.0,2133.05,2091.5,2107.1,2100.3425,301966,0.0000,1.0,2020-10-22
282,2171.1,2191.0,2098.75,2123.25,2116.4407,534557,0.0000,1.0,2020-10-21
283,2183.7,2193.7,2152.2,2155.5,2148.5872,364138,0.0000,1.0,2020-10-20
284,2192.0,2228.4,2156.0,2175.8,2168.8221,352226,0.0000,1.0,2020-10-19
285,2214.8,2232.0,2173.05,2175.5,2168.5231,440109,0.0000,1.0,2020-10-16
286,2291.0,2291.7,2195.1,2205.55,2198.4767,1514858,0.0000,1.0,2020-10-15
287,2284.9,2304.2,2269.55,2287.35,2280.0144,306815,0.0000,1.0,2020-10-14
288,2232.2,2285.95,2228.2,2280.25,2272.9372,409570,0.0000,1.0,2020-10-13
289,2233.5,2254.85,2226.85,2236.6,2229.4271,262242,0.0000,1.0,2020-10-12
290,2237.0,2252.65,2217.2,2233.7,2226.5364,305022,0.0000,1.0,2020-10-09
291,2261.8,2268.0,2222.4,2238.9,2231.7198,419058,0.0000,1.0,2020-10-08
